title,price,availability,rating,category,image_path,id
Amatus,50.54,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/8f92c3b5dc8f5c1a23324bda7477b19c.jpg,486
V for Vendetta (V for Vendetta Complete),37.1,In stock,Four,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/cc8fb914bfee31a7903a5cabaae64796.jpg,487
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/74cd3f345b50452c3be6631669f13aa8.jpg,488
The Wright Brothers,56.8,In stock,Four,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/022e8b81ba1405991401bb46d6330c73.jpg,489
The Songs of the Gods,44.48,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/6ca34db7c01e554ad17bd3be74b561e3.jpg,490
The Rosie Project (Don Tillman #1),54.04,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/f0db1cf76d45f0522d4c8c3c39aa0dd8.jpg,491
The Power of Habit: Why We Do What We Do in Life and Business,16.88,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/52dfc44f48cf29e7a9e305bcb63e1899.jpg,492
Steve Jobs,39.5,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/86313c225719ac946894d780c4ff0839.jpg,493
Luckiest Girl Alive,49.83,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/81c0a1ce03db82568e2496db945a8227.jpg,494
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,In stock,Four,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/e95e82f09681709bb0f927341dda274e.jpg,495
Lady Midnight (The Dark Artifices #1),16.28,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/89a61d48e93bc92537c0a2cb2c0094bb.jpg,496
"Hush, Hush (Hush, Hush #1)",47.02,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/2ab91479fe480e964f319fa8ac6991b2.jpg,497
Greek Mythic History,10.23,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/36cf56c7bdf35aadbcc6f05a8e8d8fcb.jpg,498
Every Last Word,46.47,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/92e7f0a8ca38964fea93e911aefbf6c9.jpg,499
Daily Fantasy Sports,36.58,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/44ff81a2ea37d3946605e205ddd538eb.jpg,500
Clockwork Angel (The Infernal Devices #1),44.14,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/ff0ee0002f510112b6d7a88f53366e1d.jpg,501
City of Fallen Angels (The Mortal Instruments #4),11.23,In stock,Four,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/c940b6c329ecc39aaed2ab0140592a4b.jpg,502
City of Bones (The Mortal Instruments #1),43.28,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/96af4aaf25ab49b057c10b5b7eb7652c.jpg,503
City of Ashes (The Mortal Instruments #2),47.27,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/68dab382d535305ca6025be9921df0d1.jpg,504
"Carry On, Warrior: Thoughts on Life Unarmed",31.85,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/ddf5da673bb34a74a81faf7271c7ca13.jpg,505
Carrie,46.23,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/c56f37eb53888765eb55f86fb7381c2f.jpg,506
Angels & Demons (Robert Langdon #1),51.48,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/b42a187c37de904f776070c57f51c756.jpg,507
"The Three Searches, Meaning, and the Story",13.33,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/8335b71599b5a257a56cfabdd79080a4.jpg,508
Raspberry Pi Electronics Projects for the Evil Genius,49.67,In stock,Four,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/a2da8957b9cb8265d7f1dfeb0651f1c7.jpg,509
How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/d264ad1af882ce391005dc7215ac90e7.jpg,510
Eleanor & Park,56.51,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/edd781d3c9d63a395f80f241445e88fa.jpg,511
Troublemaker: Surviving Hollywood and Scientology,48.39,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/778285b3c87d6d5d98003aa0f2f65933.jpg,512
Adultery,20.88,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/79d99cfa5557be0643ba00bfcd35256b.jpg,513
Unlimited Intuition Now,58.87,In stock,Four,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/6146f9ffb87a4f82301d033aa74cc48b.jpg,514
Underlying Notes,11.82,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/ee593e57a7fb110d96f1688b0fdd9d59.jpg,515
The New Brand You: Your New Image Makes the Sale for You,44.05,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/9b33c7a5431415614f7b788e0c1552c9.jpg,516
The Flowers Lied,16.68,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/a9f00f8505431e64db0f91df762a6d73.jpg,517
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,In stock,Four,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/f3b94d63844537271e86565071e5d716.jpg,518
Modern Day Fables,47.44,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/79405be1357e2576e7f4b307600be914.jpg,519
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/06e2e125d332e2e09a64816ff915b859.jpg,520
The Martian (The Martian #1),41.39,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/72ed6908c3fcf2bccf79013a65943849.jpg,521
Left Behind (Left Behind #1),40.72,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/d7e27f418884548ee1b551c67bcd222c.jpg,522
John Vassos: Industrial Design for Modern Life,20.22,In stock,Four,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/85a19d4c20a4801013e8108a166d10af.jpg,523
I'll Give You the Sun,56.48,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/af933f86038dc55487b5bf1d81ff4bfb.jpg,524
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/586afa8809f59bff51b89b2bc4a16129.jpg,525
Ender's Game (The Ender Quintet #1),43.64,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/8a0d251ccece436f956df676c99e70f7.jpg,526
Death by Leisure: A Cautionary Tale,37.51,In stock,Four,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/7d16c126f85826628bf9dcccd7a66b32.jpg,527
Wildlife of New York: A Five-Borough Coloring Book,22.14,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/0c07b114195b45c156f7f1e23820c49a.jpg,528
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/8e4335b369bdad5ccc1551e5592f89ac.jpg,529
The Great Gatsby,36.05,In stock,Four,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/28cb7a5e23c1339a0d6aafd5e7e190d6.jpg,530
The Good Girl,49.03,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/e2718be90a081b33d2606a386b073998.jpg,531
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,In stock,Four,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/c9c3d568ff6ddb98bde01c9d0b1d920a.jpg,532
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/5f17f0e06d7d67717eff3833d309a233.jpg,533
Life of Pi,13.22,In stock,Four,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/e7aee104ca78dac961bd906294fe88f1.jpg,534
The Sound Of Love,57.84,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/4e3a151bbe2629a55df09fd318fdeb0a.jpg,535
The Perks of Being a Wallflower,55.02,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/ca5b33c09daab4667ed37b330de889bd.jpg,536
The Makings of a Fatherless Child,31.58,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/6f6c7560e254f8242f86ef048f1ba7b3.jpg,537
The Hobbit (Middle-Earth Universe),17.8,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/8bd38de5367fc675467431f343862569.jpg,538
The Fellowship of the Ring (The Lord of the Rings #1),10.27,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/ed75000b92734d99b76a17954857327c.jpg,539
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/31b0e0a42826b326e43235beb8ddd783.jpg,540
Musicophilia: Tales of Music and the Brain,46.58,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/02667c5b8f5a5e9e45c0799518f086ca.jpg,541
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,In stock,Four,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/59bcc421ae9f5a6f12ef11e849fb745d.jpg,542
The Fault in Our Stars,47.22,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/696100859e82b2ec7a796129d6cca44a.jpg,543
The Dream Thieves (The Raven Cycle #2),34.5,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/d97a3a4a65b5275ab506b28c7a88e0a5.jpg,544
The 5th Wave (The 5th Wave #1),11.83,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/10d0c5e47d0e8cce16b6b5e6be48cb16.jpg,545
Shiver (The Wolves of Mercy Falls #1),16.23,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/847399651d8f2dfae1a0d5a0ea4064b2.jpg,546
Remember Me?,11.48,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/3f9572f94858197e92786b194f0f12df.jpg,547
If I Stay (If I Stay #1),38.13,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/cbb3754c7bae0d54dcf561aed4f9d6e3.jpg,548
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/c14297e48de02ac420c587822ff329ab.jpg,549
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/58e434a6a4eb267eac7aa529b0c2ec15.jpg,550
Fool Me Once,16.96,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/b69c4ea86e09921aabc4e0431a8273a5.jpg,551
Drama,38.7,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/68ce8be6a167f510d07a7da637b62c6f.jpg,552
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/db14903b3a56a297ef6aefe7624d637f.jpg,553
Alight (The Generations Trilogy #2),58.59,In stock,Four,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/5ef34ba3e937218db15178a1a5ce195f.jpg,554
Vogue Colors A to Z: A Fashion Coloring Book,52.35,In stock,Four,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/1f5541682b39b390a3db41430922d510.jpg,555
The Shining (The Shining #1),27.88,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/db9686744f93c0e9ff3945144827f99a.jpg,556
The Hunger Games (The Hunger Games #1),29.85,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/41c72a9c7733fc5f7434b2fa33060c54.jpg,557
Outlander (Outlander #1),19.67,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/b10ba73e67297fc8ed9e877bdcf60813.jpg,558
Mockingjay (The Hunger Games #3),20.44,In stock,Four,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/76b462eda7a84ccf39a543d63c695ca7.jpg,559
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/04c8a51d23d4335d300324e917ca4d8f.jpg,560
Confessions of a Shopaholic (Shopaholic #1),48.94,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/e3b5a3dcc2993295f5a6fb429052799c.jpg,561
Zero History (Blue Ant #3),34.77,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/74524b04dc99cbfc7bf5d37fcc1489ab.jpg,562
World War Z: An Oral History of the Zombie War,21.8,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/7ebfa1c62b21beeaad37a6474a39cfe8.jpg,563
Wild: From Lost to Found on the Pacific Crest Trail,46.02,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/c841873951efb18dea28162452efff58.jpg,564
"Where'd You Go, Bernadette",18.13,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/c67eb0d6e56c4459e8c0d45c08471a89.jpg,565
Twilight (Twilight #1),41.93,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/7010c24f80a4172f7405677ef0592f26.jpg,566
The Paris Wife,36.8,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/01c847671683538fcf084eede54d6270.jpg,567
The Maze Runner (The Maze Runner #1),20.93,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/5e87e44785de47c2a03091deaa82330f.jpg,568
The Lover's Dictionary,58.09,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/47e7563b0731a2b8131233f70d211f7a.jpg,569
The Goldfinch,43.58,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/fb4dde3351d00ef104f29aeecd2d41fb.jpg,570
The Giver (The Giver Quartet #1),12.3,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/b3eda9490c9e2ed02c3a8650e687731b.jpg,571
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/117145e4525b2e801e2cd1ba4dd70441.jpg,572
The Demon-Haunted World: Science as a Candle in the Dark,52.25,In stock,Four,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/4a352dc298e4bbe6ba5f81bbc0d41ca0.jpg,573
The Book Thief,53.49,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/ffa08bf29ae0a5c9e91564dba71cde90.jpg,574
The Autobiography of Malcolm X,23.43,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/84074b59293cc5bf4012ef0f60e90c4f.jpg,575
Shopaholic & Baby (Shopaholic #5),46.45,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/f0a48c8cc6acd322eacd9d35e55d63e7.jpg,576
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/ee3aebe36d1d0fa11a95a07067294b8c.jpg,577
Packing for Mars: The Curious Science of Life in the Void,56.68,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/8d7216b05e1b5edf9bdb0d2db295ca33.jpg,578
Orange Is the New Black,24.61,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/d9ea34aea25469189bca07af6a18790a.jpg,579
One for the Money (Stephanie Plum #1),32.87,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/4e52f087337abef25de62845f093ed6e.jpg,580
Morning Star (Red Rising #3),29.4,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/b5f04530d0343e763a80ef3f2dbdb386.jpg,581
Life After Life,26.13,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/59803a88c2e5dd7a2e36de1d41f7f1ae.jpg,582
"Lean In: Women, Work, and the Will to Lead",25.02,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/4fe55bc7134401f6db04f0775ead1d4c.jpg,583
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/6b94e98f822a42c03c4ff0b9cfdd6e0c.jpg,584
Gone Girl,37.6,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/24ad42075b1aa1403aef934c29c1e8ba.jpg,585
Fellside,38.62,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/f48f179d6bda290b66b2d165e0a419e6.jpg,586
Eclipse (Twilight #3),18.74,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/05f833af99c37decb506e34e36f5cdaf.jpg,587
Dracula,52.62,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/efd7c316b4d60a403ba6d111fdeb2d41.jpg,588
Dead Wake: The Last Crossing of the Lusitania,39.24,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/690ee5b7ef94ea460861eee2e67fd787.jpg,589
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/df9520adbabbb17f22fcb3f49c69640f.jpg,590
Dark Places,23.9,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/51bf575f9af355f4f9f98abe8986402a.jpg,591
Breaking Dawn (Twilight #4),35.28,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/ce242d3eb00bf1938d6c18e0261ef868.jpg,592
Beautiful Creatures (Caster Chronicles #1),21.55,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/8206f351bd1ff6f52eed515a3b366916.jpg,593
A Visit from the Goon Squad,14.08,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/9202adfd4bc39e4058c5b9e851ffbf5a.jpg,594
The Zombie Room,19.69,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/1a2d5e478c6b33738ff17e7acfbd8b66.jpg,595
The Name of the Wind (The Kingkiller Chronicle #1),50.59,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/6ab3616e7495ef64b1546a178cf8a9e7.jpg,596
Taking Shots (Assassins #1),18.88,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/ea92404bce04a4bc76f3ed9c5344b2bf.jpg,597
Shatter Me (Shatter Me #1),42.4,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/f031254cafbdff0092c76c8dcba24139.jpg,598
Paradise Lost (Paradise #1),24.96,In stock,One,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/66f9edebe41032584e08dcf2fc27b8b4.jpg,599
On the Road (Duluoz Legend),32.36,In stock,Three,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/b83e5f1b9c1dcfe0ef05cff4b080e0fa.jpg,600
Jane Eyre,38.43,In stock,Five,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/0b9bd2c1de5ec402b2c797b53e5257f6.jpg,601
Frankenstein,38.0,In stock,Two,Default,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/0025515e987a1ebd648773f9ac70bfe6.jpg,602
Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,In stock,One,Science Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/09a3aef48557576e1a85ba7efea8ecb7.jpg,603
Join,35.67,In stock,Five,Science Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/9363f0065fbad5689f44fcf6e203eef3.jpg,604
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,In stock,Four,Science Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/0237b445efc18c5562355a5a2c40889c.jpg,605
The Project,10.65,In stock,One,Science Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/106e2fc7160712edf8e2ff996dc8cd6c.jpg,606
Soft Apocalypse,26.12,In stock,Two,Science Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/f0060c756556b855184fa32f66280961.jpg,607
Sleeping Giants (Themis Files #1),48.74,In stock,One,Science Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/c072c1ef144d571abd25fe9cc18cceba.jpg,608
Arena,21.36,In stock,Four,Science Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/518810d182843244a404f2a2a614a93b.jpg,609
Foundation (Foundation (Publication Order) #1),32.42,In stock,One,Science Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/8b9267df86378b6973974ae7e1924ffe.jpg,610
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,In stock,One,Science Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/b8b2956acc758a381beef87339c0a52f.jpg,611
Ready Player One,19.07,In stock,Four,Science Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/513418bd1c6114f3ea1fd703278e20ef.jpg,612
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,In stock,Two,Science Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/ef8bc5adcd3bea8e8ba97be76d07a32a.jpg,613
Dune (Dune #1),54.86,In stock,One,Science Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/7abccb865ecf9b0f676800b10c71cfd6.jpg,614
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,In stock,One,Science Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/fa653fbe3a4c69227c9b79d471cee576.jpg,615
Three Wishes (River of Time: California #1),44.18,In stock,Two,Science Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/c721943edf481cad5ab32505e2ad3865.jpg,616
The Last Girl (The Dominion Trilogy #1),36.26,In stock,Two,Science Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/da4746e620f8ccd7cf20628d1a5e535a.jpg,617
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,In stock,Four,Science Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/f4835e9f3fdd8b8107bbb39a391654f0.jpg,618
The Book of Basketball: The NBA According to The Sports Guy,44.84,In stock,Five,Sports and Games,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images/612caeb0b2acb35c100629f0f52a40d7.jpg,619
